Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Gaetano Berardi,Rechter Verteidiger,21.08.1988 (22),"1,79m",rechts,20,19.11.2008,"1,20 Mio. €",2010,9534
Philippe Koch,Rechter Verteidiger,08.02.1991 (20),"1,80m",rechts,25,04.09.2009,"1,00 Mio. €",2010,9534
Rolf Feltscher,Rechter Verteidiger,06.10.1990 (20),"1,84m",rechts,12,19.11.2008,500 Tsd. €,2010,9534
Granit Xhaka,Defensives Mittelfeld,27.09.1992 (18),"1,86m",links,5,03.09.2010,"1,50 Mio. €",2010,9534
Fabian Frei,Defensives Mittelfeld,08.01.1989 (22),"1,83m",rechts,22,19.11.2008,900 Tsd. €,2010,9534
Amir Abrashi,Defensives Mittelfeld,27.03.1990 (21),"1,72m",rechts,18,03.03.2010,600 Tsd. €,2010,9534
Alain Wiss,Defensives Mittelfeld,21.08.1990 (20),"1,80m",rechts,12,30.05.2010,500 Tsd. €,2010,9534
Pajtim Kasami,Zentrales Mittelfeld,02.06.1992 (19),"1,88m",links,30,30.05.2010,"2,10 Mio. €",2010,9534
Xavier Hochstrasser,Zentrales Mittelfeld,01.07.1988 (22),"1,80m",rechts,19,19.11.2008,850 Tsd. €,2010,9534
Pascal Schürpf,Linkes Mittelfeld,15.07.1989 (21),"1,90m",rechts,5,03.03.2010,350 Tsd. €,2010,9534
Moreno Costanzo,Offensives Mittelfeld,20.02.1988 (23),"1,79m",rechts,14,19.11.2008,"1,40 Mio. €",2010,9534
Sébastien Wüthrich,Offensives Mittelfeld,29.05.1990 (21),"1,81m",links,10,12.08.2009,700 Tsd. €,2010,9534
Adrian Nikci,Linksaußen,10.11.1989 (21),k. A.m,k. A.,16,20.08.2008,750 Tsd. €,2010,9534
Frank Feltscher,Rechtsaußen,17.05.1988 (23),"1,80m",rechts,27,22.08.2007,750 Tsd. €,2010,9534
Admir Mehmedi,Hängende Spitze,16.03.1991 (20),"1,83m",rechts,9,11.08.2010,"1,30 Mio. €",2010,9534
Nassim Ben Khalifa,Hängende Spitze,13.01.1992 (19),"1,84m",rechts,25,26.05.2010,"1,25 Mio. €",2010,9534
Mario Gavranovic,Mittelstürmer,24.11.1989 (21),"1,75m",rechts,17,10.02.2009,"1,75 Mio. €",2010,9534
Steven Zuber,Mittelstürmer,17.08.1991 (19),"1,82m",rechts,18,11.08.2010,800 Tsd. €,2010,9534
Alessandro Ciarrocchi,Mittelstürmer,03.01.1988 (23),-,rechts,8,10.02.2009,350 Tsd. €,2010,9534
Orhan Mustafi,Mittelstürmer,04.04.1990 (21),"1,90m",rechts,5,19.11.2008,150 Tsd. €,2010,9534
Yann Sommer,Torwart,17.12.1988 (21),"1,83m",rechts,31,22.08.2007,"1,50 Mio. €",2009,9534
Kevin Fickentscher,Torwart,06.07.1988 (21),"1,81m",rechts,5,10.02.2009,300 Tsd. €,2009,9534
Jayson Leutwiler,Torwart,25.04.1989 (21),"1,92m",rechts,-,,200 Tsd. €,2009,9534
Oliver Klaus,Torwart,04.05.1990 (20),"1,85m",links,-,,50 Tsd. €,2009,9534
Fabian Lustenberger,Innenverteidiger,02.05.1988 (22),"1,82m",rechts,25,22.08.2007,"2,50 Mio. €",2009,9534
Jonathan Rossini,Innenverteidiger,05.04.1989 (21),"1,90m",rechts,23,19.11.2008,"1,00 Mio. €",2009,9534
François Affolter,Innenverteidiger,13.03.1991 (19),"1,86m",rechts,17,04.09.2009,"1,00 Mio. €",2009,9534
Daniel Pavlovic,Innenverteidiger,22.04.1988 (22),"1,83m",links,16,22.08.2007,300 Tsd. €,2009,9534
Genséric Kusunga,Innenverteidiger,12.03.1988 (22),"1,86m",rechts,2,31.03.2009,200 Tsd. €,2009,9534
Simone Grippo,Innenverteidiger,12.12.1988 (21),"1,88m",rechts,3,10.02.2009,200 Tsd. €,2009,9534
Igor Djuric,Innenverteidiger,30.08.1988 (21),"1,81m",rechts,4,10.02.2009,125 Tsd. €,2009,9534
Jonas Elmer,Linker Verteidiger,28.02.1988 (22),"1,76m",links,12,27.03.2007,400 Tsd. €,2009,9534
Gaetano Berardi,Rechter Verteidiger,21.08.1988 (21),"1,79m",rechts,20,19.11.2008,"1,00 Mio. €",2009,9534
Philippe Koch,Rechter Verteidiger,08.02.1991 (19),"1,80m",rechts,25,04.09.2009,"1,00 Mio. €",2009,9534
Rolf Feltscher,Rechter Verteidiger,06.10.1990 (19),"1,84m",rechts,12,19.11.2008,700 Tsd. €,2009,9534
Mihael Kovacevic,Rechter Verteidiger,06.03.1988 (22),"1,93m",rechts,2,19.11.2008,600 Tsd. €,2009,9534
Michel Morganella,Rechter Verteidiger,17.05.1989 (21),"1,83m",rechts,3,12.08.2009,200 Tsd. €,2009,9534
Fabian Frei,Defensives Mittelfeld,08.01.1989 (21),"1,83m",rechts,22,19.11.2008,900 Tsd. €,2009,9534
Cabral,Defensives Mittelfeld,22.10.1988 (21),"1,80m",rechts,9,22.08.2007,500 Tsd. €,2009,9534
Alain Wiss,Defensives Mittelfeld,21.08.1990 (19),"1,80m",rechts,12,30.05.2010,500 Tsd. €,2009,9534
Xavier Hochstrasser,Zentrales Mittelfeld,01.07.1988 (21),"1,80m",rechts,19,19.11.2008,"1,30 Mio. €",2009,9534
Serkan Şahin ,Zentrales Mittelfeld,15.02.1988 (22),"1,75m",rechts,1,28.03.2009,200 Tsd. €,2009,9534
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (18),"1,69m",links,7,14.11.2009,"4,00 Mio. €",2009,9534
Moreno Costanzo,Offensives Mittelfeld,20.02.1988 (22),"1,79m",rechts,14,19.11.2008,"1,20 Mio. €",2009,9534
Sébastien Wüthrich,Offensives Mittelfeld,29.05.1990 (20),"1,81m",links,10,12.08.2009,700 Tsd. €,2009,9534
Damian Bellon,Offensives Mittelfeld,28.08.1989 (20),"1,74m",rechts,1,31.03.2009,300 Tsd. €,2009,9534
Valentin Stocker,Linksaußen,12.04.1989 (21),"1,79m",links,7,26.03.2008,"3,50 Mio. €",2009,9534
Shkëlzen Gashi,Linksaußen,15.07.1988 (21),"1,82m",links,9,20.08.2008,500 Tsd. €,2009,9534
Adrian Nikci,Linksaußen,10.11.1989 (20),k. A.m,k. A.,16,20.08.2008,500 Tsd. €,2009,9534
Frank Feltscher,Rechtsaußen,17.05.1988 (22),"1,80m",rechts,27,22.08.2007,500 Tsd. €,2009,9534
Eren Derdiyok,Mittelstürmer,12.06.1988 (22),"1,91m",rechts,7,22.08.2007,"9,00 Mio. €",2009,9534
Mario Gavranovic,Mittelstürmer,24.11.1989 (20),"1,75m",rechts,17,10.02.2009,"1,75 Mio. €",2009,9534
Alessandro Ciarrocchi,Mittelstürmer,03.01.1988 (22),-,rechts,8,10.02.2009,500 Tsd. €,2009,9534
Orhan Mustafi,Mittelstürmer,04.04.1990 (20),"1,90m",rechts,5,19.11.2008,350 Tsd. €,2009,9534
Gregor Kobel,Torwart,06.12.1997 (26),"1,96m",rechts,9,01.09.2021,"40,00 Mio. €",2024,3384
Yvon Mvogo,Torwart,06.06.1994 (30),"1,90m",rechts,9,15.10.2018,"3,00 Mio. €",2024,3384
David von Ballmoos,Torwart,30.12.1994 (29),"1,92m",rechts,-,,"1,50 Mio. €",2024,3384
Aurèle Amenda,Innenverteidiger,31.07.2003 (21),"1,97m",rechts,-,,"9,50 Mio. €",2024,3384
Eray Cömert,Innenverteidiger,04.02.1998 (26),"1,83m",rechts,15,18.11.2019,"4,00 Mio. €",2024,3384
Albian Hajdari,Innenverteidiger,18.05.2003 (21),"1,89m",links,-,,"4,00 Mio. €",2024,3384
Ulisses Garcia,Linker Verteidiger,11.01.1996 (28),"1,82m",links,9,01.09.2021,"4,00 Mio. €",2024,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (32),"1,82m",links,123,07.10.2011,"3,50 Mio. €",2024,3384
Miro Muheim,Linker Verteidiger,24.03.1998 (26),"1,82m",links,-,,"2,00 Mio. €",2024,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (29),"1,84m",rechts,24,08.09.2018,"4,00 Mio. €",2024,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (32),"1,86m",links,133,04.06.2011,"20,00 Mio. €",2024,3384
Ardon Jashari,Defensives Mittelfeld,30.07.2002 (22),"1,81m",links,2,27.09.2022,"6,00 Mio. €",2024,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (28),"1,87m",rechts,32,13.11.2016,"3,50 Mio. €",2024,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (32),"1,80m",rechts,76,25.03.2017,"6,50 Mio. €",2024,3384
Vincent Sierro,Zentrales Mittelfeld,08.10.1995 (29),"1,85m",rechts,9,26.03.2024,"4,00 Mio. €",2024,3384
Simon Sohm,Zentrales Mittelfeld,11.04.2001 (23),"1,88m",rechts,1,07.10.2020,"2,70 Mio. €",2024,3384
Joël Monteiro,Rechtes Mittelfeld,05.08.1999 (25),"1,91m",rechts,2,08.09.2024,"5,00 Mio. €",2024,3384
Filip Ugrinic,Linkes Mittelfeld,05.01.1999 (25),"1,84m",rechts,3,18.11.2023,"7,00 Mio. €",2024,3384
Dereck Kutesa,Linkes Mittelfeld,06.12.1997 (26),"1,77m",rechts,1,26.03.2024,"3,00 Mio. €",2024,3384
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (22),"1,79m",links,14,24.11.2022,"8,00 Mio. €",2024,3384
Noah Okafor,Linksaußen,24.05.2000 (24),"1,85m",rechts,22,09.06.2019,"20,00 Mio. €",2024,3384
Breel Embolo,Mittelstürmer,14.02.1997 (27),"1,87m",rechts,72,31.03.2015,"12,00 Mio. €",2024,3384
Zeki Amdouni,Mittelstürmer,04.12.2000 (23),"1,85m",beidfüßig,23,27.09.2022,"12,00 Mio. €",2024,3384
Andi Zeqiri,Mittelstürmer,22.06.1999 (25),"1,85m",links,13,01.09.2021,"3,50 Mio. €",2024,3384
Gregor Kobel,Torwart,06.12.1997 (25),"1,96m",rechts,9,01.09.2021,"25,00 Mio. €",2023,3384
Jonas Omlin,Torwart,10.01.1994 (28),"1,90m",rechts,4,07.10.2020,"7,00 Mio. €",2023,3384
Yann Sommer,Torwart,17.12.1988 (34),"1,83m",rechts,94,30.05.2012,"5,00 Mio. €",2023,3384
Yvon Mvogo,Torwart,06.06.1994 (28),"1,90m",rechts,9,15.10.2018,"3,50 Mio. €",2023,3384
Anthony Racioppi,Torwart,31.12.1998 (24),"1,89m",rechts,-,,"1,00 Mio. €",2023,3384
Jérémy Frick,Torwart,08.03.1993 (29),"1,92m",links,-,,500 Tsd. €,2023,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (27),"1,88m",rechts,69,09.06.2017,"30,00 Mio. €",2023,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (26),"1,89m",rechts,56,28.05.2016,"20,00 Mio. €",2023,3384
Fabian Schär,Innenverteidiger,20.12.1991 (31),"1,86m",rechts,86,14.08.2013,"10,00 Mio. €",2023,3384
Eray Cömert,Innenverteidiger,04.02.1998 (24),"1,83m",rechts,15,18.11.2019,"4,00 Mio. €",2023,3384
Cédric Zesiger,Innenverteidiger,24.06.1998 (24),"1,94m",links,4,01.09.2021,"3,00 Mio. €",2023,3384
Loris Benito ,Innenverteidiger,07.01.1992 (30),"1,86m",links,13,14.11.2018,800 Tsd. €,2023,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (30),"1,82m",links,123,07.10.2011,"3,50 Mio. €",2023,3384
Ulisses Garcia,Linker Verteidiger,11.01.1996 (26),"1,82m",links,9,01.09.2021,"1,20 Mio. €",2023,3384
Dominik Schmid,Linker Verteidiger,10.03.1998 (24),"1,82m",links,-,,"1,20 Mio. €",2023,3384
Jordan Lotomba ,Rechter Verteidiger,29.09.1998 (24),"1,77m",rechts,8,07.10.2020,"6,00 Mio. €",2023,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (29),"1,83m",rechts,49,14.10.2014,"5,00 Mio. €",2023,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (31),"1,85m",rechts,31,14.08.2013,500 Tsd. €,2023,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (30),"1,86m",links,133,04.06.2011,"28,00 Mio. €",2023,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (26),"1,90m",rechts,57,28.05.2016,"20,00 Mio. €",2023,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (26),"1,87m",rechts,32,13.11.2016,"3,00 Mio. €",2023,3384
Ardon Jashari,Defensives Mittelfeld,30.07.2002 (20),"1,81m",links,2,27.09.2022,"2,50 Mio. €",2023,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (25),"1,84m",rechts,41,08.09.2018,"22,00 Mio. €",2023,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (30),"1,80m",rechts,76,25.03.2017,"13,00 Mio. €",2023,3384
Michel Aebischer ,Zentrales Mittelfeld,06.01.1997 (25),"1,83m",rechts,29,18.11.2019,"3,50 Mio. €",2023,3384
Uran Bislimi,Zentrales Mittelfeld,25.09.1999 (23),"1,83m",rechts,2,19.06.2023,400 Tsd. €,2023,3384
Filip Ugrinic,Linkes Mittelfeld,05.01.1999 (23),"1,84m",rechts,3,18.11.2023,"2,70 Mio. €",2023,3384
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (20),"1,79m",links,14,24.11.2022,"10,00 Mio. €",2023,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (31),"1,69m",links,125,03.03.2010,"4,00 Mio. €",2023,3384
Noah Okafor,Linksaußen,24.05.2000 (22),"1,85m",rechts,22,09.06.2019,"25,00 Mio. €",2023,3384
Rubén Vargas ,Linksaußen,05.08.1998 (24),"1,79m",rechts,50,08.09.2019,"6,00 Mio. €",2023,3384
Dan Ndoye ,Rechtsaußen,25.10.2000 (22),"1,84m",rechts,18,24.09.2022,"3,50 Mio. €",2023,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (29),"1,85m",rechts,19,12.10.2018,"3,00 Mio. €",2023,3384
Renato Steffen,Rechtsaußen,03.11.1991 (31),"1,70m",links,41,09.10.2015,"1,00 Mio. €",2023,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (30),"1,89m",links,93,06.02.2013,"6,00 Mio. €",2023,3384
Steven Zuber,Mittelstürmer,17.08.1991 (31),"1,82m",rechts,56,25.03.2017,"2,50 Mio. €",2023,3384
Zeki Amdouni,Mittelstürmer,04.12.2000 (22),"1,85m",beidfüßig,23,27.09.2022,"2,50 Mio. €",2023,3384
Andi Zeqiri,Mittelstürmer,22.06.1999 (23),"1,85m",links,13,01.09.2021,"2,30 Mio. €",2023,3384
Cedric Itten,Mittelstürmer,27.12.1996 (26),"1,90m",rechts,12,15.11.2019,"2,00 Mio. €",2023,3384
Gregor Kobel,Torwart,06.12.1997 (25),"1,96m",rechts,9,01.09.2021,"35,00 Mio. €",2022,3384
Jonas Omlin,Torwart,10.01.1994 (29),"1,90m",rechts,4,07.10.2020,"9,00 Mio. €",2022,3384
Yann Sommer,Torwart,17.12.1988 (34),"1,83m",rechts,94,30.05.2012,"5,00 Mio. €",2022,3384
Philipp Köhn,Torwart,02.04.1998 (25),"1,90m",rechts,-,,"4,50 Mio. €",2022,3384
Yvon Mvogo,Torwart,06.06.1994 (29),"1,90m",rechts,9,15.10.2018,"3,50 Mio. €",2022,3384
David von Ballmoos,Torwart,30.12.1994 (28),"1,92m",rechts,-,,"2,50 Mio. €",2022,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (27),"1,88m",rechts,69,09.06.2017,"38,00 Mio. €",2022,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (26),"1,89m",rechts,56,28.05.2016,"18,00 Mio. €",2022,3384
Fabian Schär,Innenverteidiger,20.12.1991 (31),"1,86m",rechts,86,14.08.2013,"10,00 Mio. €",2022,3384
Eray Cömert,Innenverteidiger,04.02.1998 (25),"1,83m",rechts,15,18.11.2019,"3,50 Mio. €",2022,3384
Leonidas Stergiou,Innenverteidiger,03.03.2002 (21),"1,81m",rechts,6,12.06.2022,"3,00 Mio. €",2022,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (30),"1,82m",links,123,07.10.2011,"3,50 Mio. €",2022,3384
Jordan Lotomba ,Rechter Verteidiger,29.09.1998 (24),"1,77m",rechts,8,07.10.2020,"8,00 Mio. €",2022,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (28),"1,84m",rechts,24,08.09.2018,"3,50 Mio. €",2022,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (30),"1,83m",rechts,49,14.10.2014,"3,50 Mio. €",2022,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (30),"1,86m",links,133,04.06.2011,"20,00 Mio. €",2022,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (26),"1,90m",rechts,57,28.05.2016,"18,00 Mio. €",2022,3384
Ardon Jashari,Defensives Mittelfeld,30.07.2002 (20),"1,81m",links,2,27.09.2022,"7,50 Mio. €",2022,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (27),"1,87m",rechts,32,13.11.2016,"5,50 Mio. €",2022,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (34),"1,83m",rechts,24,07.10.2011,200 Tsd. €,2022,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (26),"1,84m",rechts,41,08.09.2018,"22,00 Mio. €",2022,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (31),"1,80m",rechts,76,25.03.2017,"8,00 Mio. €",2022,3384
Michel Aebischer ,Zentrales Mittelfeld,06.01.1997 (26),"1,83m",rechts,29,18.11.2019,"4,00 Mio. €",2022,3384
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (21),"1,79m",links,14,24.11.2022,"15,00 Mio. €",2022,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (31),"1,69m",links,125,03.03.2010,"4,00 Mio. €",2022,3384
Mattia Bottani,Offensives Mittelfeld,24.05.1991 (32),"1,70m",rechts,1,05.06.2022,400 Tsd. €,2022,3384
Noah Okafor,Linksaußen,24.05.2000 (23),"1,85m",rechts,22,09.06.2019,"20,00 Mio. €",2022,3384
Rubén Vargas ,Linksaußen,05.08.1998 (24),"1,79m",rechts,50,08.09.2019,"6,50 Mio. €",2022,3384
Dan Ndoye ,Rechtsaußen,25.10.2000 (22),"1,84m",rechts,18,24.09.2022,"3,50 Mio. €",2022,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (29),"1,85m",rechts,19,12.10.2018,"2,50 Mio. €",2022,3384
Renato Steffen,Rechtsaußen,03.11.1991 (31),"1,70m",links,41,09.10.2015,"1,00 Mio. €",2022,3384
Breel Embolo,Mittelstürmer,14.02.1997 (26),"1,87m",rechts,72,31.03.2015,"20,00 Mio. €",2022,3384
Zeki Amdouni,Mittelstürmer,04.12.2000 (22),"1,85m",beidfüßig,23,27.09.2022,"10,00 Mio. €",2022,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (31),"1,89m",links,93,06.02.2013,"4,00 Mio. €",2022,3384
Cedric Itten,Mittelstürmer,27.12.1996 (26),"1,90m",rechts,12,15.11.2019,"4,00 Mio. €",2022,3384
Andi Zeqiri,Mittelstürmer,22.06.1999 (24),"1,85m",links,13,01.09.2021,"3,50 Mio. €",2022,3384
Steven Zuber,Mittelstürmer,17.08.1991 (31),"1,82m",rechts,56,25.03.2017,"2,50 Mio. €",2022,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (33),"1,75m",rechts,41,26.03.2011,750 Tsd. €,2022,3384
Yann Sommer,Torwart,17.12.1988 (32),"1,83m",rechts,94,30.05.2012,"9,50 Mio. €",2021,3384
Jonas Omlin,Torwart,10.01.1994 (26),"1,90m",rechts,4,07.10.2020,"6,00 Mio. €",2021,3384
Gregor Kobel,Torwart,06.12.1997 (23),"1,96m",rechts,9,01.09.2021,"5,50 Mio. €",2021,3384
David von Ballmoos,Torwart,30.12.1994 (26),"1,92m",rechts,-,,"3,00 Mio. €",2021,3384
Yvon Mvogo,Torwart,06.06.1994 (26),"1,90m",rechts,9,15.10.2018,"2,40 Mio. €",2021,3384
Philipp Köhn,Torwart,02.04.1998 (22),"1,90m",rechts,-,,300 Tsd. €,2021,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (24),"1,89m",rechts,56,28.05.2016,"30,00 Mio. €",2021,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (25),"1,88m",rechts,69,09.06.2017,"25,00 Mio. €",2021,3384
Fabian Schär,Innenverteidiger,20.12.1991 (29),"1,86m",rechts,86,14.08.2013,"13,00 Mio. €",2021,3384
Becir Omeragic ,Innenverteidiger,20.01.2002 (18),"1,87m",rechts,7,07.10.2020,"5,00 Mio. €",2021,3384
Loris Benito ,Innenverteidiger,07.01.1992 (28),"1,86m",links,13,14.11.2018,"3,50 Mio. €",2021,3384
Eray Cömert,Innenverteidiger,04.02.1998 (22),"1,83m",rechts,15,18.11.2019,"2,30 Mio. €",2021,3384
Cédric Zesiger,Innenverteidiger,24.06.1998 (22),"1,94m",links,4,01.09.2021,"1,30 Mio. €",2021,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (28),"1,82m",links,123,07.10.2011,"3,00 Mio. €",2021,3384
Ulisses Garcia,Linker Verteidiger,11.01.1996 (24),"1,82m",links,9,01.09.2021,"2,00 Mio. €",2021,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (25),"1,84m",rechts,24,08.09.2018,"8,50 Mio. €",2021,3384
Jordan Lotomba ,Rechter Verteidiger,29.09.1998 (22),"1,77m",rechts,8,07.10.2020,"6,00 Mio. €",2021,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (27),"1,83m",rechts,49,14.10.2014,"4,00 Mio. €",2021,3384
Denis Zakaria ,Defensives Mittelfeld,20.11.1996 (24),"1,90m",rechts,57,28.05.2016,"40,00 Mio. €",2021,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (28),"1,86m",links,133,04.06.2011,"25,00 Mio. €",2021,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (24),"1,87m",rechts,32,13.11.2016,"5,50 Mio. €",2021,3384
Sandro Lauper,Defensives Mittelfeld,25.10.1996 (24),"1,85m",rechts,-,,"1,50 Mio. €",2021,3384
Fabian Frei,Defensives Mittelfeld,08.01.1989 (31),"1,83m",rechts,24,07.10.2011,"1,00 Mio. €",2021,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (28),"1,80m",rechts,76,25.03.2017,"23,00 Mio. €",2021,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (23),"1,84m",rechts,41,08.09.2018,"7,00 Mio. €",2021,3384
Michel Aebischer ,Zentrales Mittelfeld,06.01.1997 (23),"1,83m",rechts,29,18.11.2019,"3,50 Mio. €",2021,3384
Kastriot Imeri,Linkes Mittelfeld,27.06.2000 (20),"1,78m",rechts,1,12.11.2021,"1,50 Mio. €",2021,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (29),"1,69m",links,125,03.03.2010,"16,00 Mio. €",2021,3384
Rubén Vargas ,Linksaußen,05.08.1998 (22),"1,79m",rechts,50,08.09.2019,"13,00 Mio. €",2021,3384
Noah Okafor,Linksaußen,24.05.2000 (20),"1,85m",rechts,22,09.06.2019,"7,50 Mio. €",2021,3384
Renato Steffen,Rechtsaußen,03.11.1991 (29),"1,70m",links,41,09.10.2015,"4,50 Mio. €",2021,3384
Christian Fassnacht ,Rechtsaußen,11.11.1993 (27),"1,85m",rechts,19,12.10.2018,"4,00 Mio. €",2021,3384
Dan Ndoye ,Rechtsaußen,25.10.2000 (20),"1,84m",rechts,18,24.09.2022,"2,00 Mio. €",2021,3384
Admir Mehmedi,Hängende Spitze,16.03.1991 (29),"1,83m",rechts,76,04.06.2011,"6,00 Mio. €",2021,3384
Breel Embolo,Mittelstürmer,14.02.1997 (23),"1,87m",rechts,72,31.03.2015,"16,00 Mio. €",2021,3384
Haris Seferovic,Mittelstürmer,22.02.1992 (28),"1,89m",links,93,06.02.2013,"10,00 Mio. €",2021,3384
Albian Ajeti,Mittelstürmer,26.02.1997 (23),"1,81m",rechts,11,08.09.2018,"4,80 Mio. €",2021,3384
Cedric Itten,Mittelstürmer,27.12.1996 (24),"1,90m",rechts,12,15.11.2019,"4,00 Mio. €",2021,3384
Steven Zuber,Mittelstürmer,17.08.1991 (29),"1,82m",rechts,56,25.03.2017,"3,00 Mio. €",2021,3384
Mario Gavranovic,Mittelstürmer,24.11.1989 (31),"1,75m",rechts,41,26.03.2011,"2,00 Mio. €",2021,3384
Andi Zeqiri,Mittelstürmer,22.06.1999 (21),"1,85m",links,13,01.09.2021,"1,50 Mio. €",2021,3384
Jonas Omlin,Torwart,10.01.1994 (27),"1,90m",rechts,4,07.10.2020,"8,00 Mio. €",2020,3384
Yann Sommer,Torwart,17.12.1988 (32),"1,83m",rechts,94,30.05.2012,"6,00 Mio. €",2020,3384
Yvon Mvogo,Torwart,06.06.1994 (27),"1,90m",rechts,9,15.10.2018,"4,50 Mio. €",2020,3384
David von Ballmoos,Torwart,30.12.1994 (26),"1,92m",rechts,-,,"3,00 Mio. €",2020,3384
Manuel Akanji ,Innenverteidiger,19.07.1995 (25),"1,88m",rechts,69,09.06.2017,"30,00 Mio. €",2020,3384
Nico Elvedi,Innenverteidiger,30.09.1996 (24),"1,89m",rechts,56,28.05.2016,"28,00 Mio. €",2020,3384
Fabian Schär,Innenverteidiger,20.12.1991 (29),"1,86m",rechts,86,14.08.2013,"9,00 Mio. €",2020,3384
Becir Omeragic ,Innenverteidiger,20.01.2002 (19),"1,87m",rechts,7,07.10.2020,"5,00 Mio. €",2020,3384
Loris Benito ,Innenverteidiger,07.01.1992 (29),"1,86m",links,13,14.11.2018,"3,00 Mio. €",2020,3384
Eray Cömert,Innenverteidiger,04.02.1998 (23),"1,83m",rechts,15,18.11.2019,"2,00 Mio. €",2020,3384
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (28),"1,82m",links,123,07.10.2011,"2,00 Mio. €",2020,3384
Kevin Mbabu,Rechter Verteidiger,19.04.1995 (26),"1,84m",rechts,24,08.09.2018,"12,00 Mio. €",2020,3384
Jordan Lotomba ,Rechter Verteidiger,29.09.1998 (22),"1,77m",rechts,8,07.10.2020,"6,00 Mio. €",2020,3384
Silvan Widmer,Rechter Verteidiger,05.03.1993 (28),"1,83m",rechts,49,14.10.2014,"4,00 Mio. €",2020,3384
Michael Lang,Rechter Verteidiger,08.02.1991 (30),"1,85m",rechts,31,14.08.2013,800 Tsd. €,2020,3384
Granit Xhaka ,Defensives Mittelfeld,27.09.1992 (28),"1,86m",links,133,04.06.2011,"22,00 Mio. €",2020,3384
Edimilson Fernandes,Defensives Mittelfeld,15.04.1996 (25),"1,87m",rechts,32,13.11.2016,"5,00 Mio. €",2020,3384
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (29),"1,80m",rechts,76,25.03.2017,"25,00 Mio. €",2020,3384
Djibril Sow,Zentrales Mittelfeld,06.02.1997 (24),"1,84m",rechts,41,08.09.2018,"15,00 Mio. €",2020,3384
Simon Sohm,Zentrales Mittelfeld,11.04.2001 (20),"1,88m",rechts,1,07.10.2020,"4,50 Mio. €",2020,3384
Michel Aebischer ,Zentrales Mittelfeld,06.01.1997 (24),"1,83m",rechts,29,18.11.2019,"3,50 Mio. €",2020,3384
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (29),"1,69m",links,125,03.03.2010,"12,00 Mio. €",2020,3384
