Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category,Age
Salim Khelifi,Rechtes Mittelfeld,1994-01-26,"1,72m",rechts,18,10.11.2011,0.5,2011,19429,30
Matteo Tosetti,Rechtes Mittelfeld,1992-02-15,"1,77m",rechts,1,04.05.2011,0.15,2011,19429,32
Oliver Buff,Offensives Mittelfeld,1992-08-03,"1,76m",rechts,15,25.05.2010,1.5,2011,19429,32
Darko Jevtic,Offensives Mittelfeld,1993-02-08,"1,82m",links,7,03.09.2011,0.15,2011,19429,31
Kerim Frei,Linksaußen,1993-11-19,"1,71m",rechts,7,03.09.2011,3.0,2011,19429,30
Mehmed Begzadic,Linksaußen,1993-01-05,"1,80m", ,2,03.09.2011,0.0,2011,19429,31
Florian Müller,Linksaußen,1993-03-02,"1,78m",links,2,09.10.2011,0.0,2011,19429,31
Cristian Miani,Linksaußen,1993-07-28,"1,73m",rechts,5,03.09.2011,0.0,2011,19429,31
Haris Seferovic,Mittelstürmer,1992-02-22,"1,89m",links,12,04.09.2010,1.0,2011,19429,32
Josip Drmic,Mittelstürmer,1992-08-08,"1,84m",rechts,8,03.03.2010,0.75,2011,19429,32
Simone Rapp,Mittelstürmer,1992-10-01,"1,93m",rechts,3,04.05.2011,0.25,2011,19429,32
Michael Frey,Mittelstürmer,1994-07-19,"1,88m",rechts,16,10.11.2011,0.1,2011,19429,30
Roman Buess,Mittelstürmer,1992-09-21,"1,83m",links,3,17.11.2010,0.1,2011,19429,32
Andelko Savic,Mittelstürmer,1993-03-11,"1,88m",rechts,5,03.09.2011,0.075,2011,19429,31
Gaëtan Karlen,Mittelstürmer,1993-06-07,"1,86m",rechts,4,09.10.2011,0.05,2011,19429,31
Cenk-Onur Cokicli,Mittelstürmer,1992-01-14,"1,85m", ,2,09.02.2011,0.0,2011,19429,32
Hélios Sessolo,Mittelstürmer,1993-05-26,"1,73m",rechts,5,05.09.2011,0.0,2011,19429,31
Hrvoje Bukovski,Torwart,1991-11-05,"1,90m",rechts,3,04.09.2009,0.05,2010,19429,33
René Borkovic,Torwart,1991-04-21,"1,90m", ,11,02.09.2009,0.05,2010,19429,33
Joël Kiassumbua,Torwart,1992-04-06,"1,90m",rechts,-,,0.05,2010,19429,32
Raphael Spiegel,Torwart,1992-12-19,"1,97m",rechts,6,04.09.2010,0.05,2010,19429,31
Benjamin Siegrist,Torwart,1992-01-31,"1,96m",rechts,9,04.09.2010,0.0,2010,19429,32
Fabio Daprelà,Innenverteidiger,1991-02-19,"1,83m",links,12,26.11.2008,0.75,2010,19429,33
Jérémy Manière,Innenverteidiger,1991-07-26,"1,83m", ,5,25.09.2009,0.25,2010,19429,33
Loris Benito,Innenverteidiger,1992-01-07,"1,86m",links,12,04.09.2010,0.2,2010,19429,32
Stefano Milani,Innenverteidiger,1991-01-13,"1,78m",rechts,9,02.09.2009,0.2,2010,19429,33
Adriano de Pierro,Innenverteidiger,1991-01-11,"1,84m",rechts,10,02.09.2009,0.15,2010,19429,33
Saulo Decarli,Innenverteidiger,1992-02-04,"1,88m",rechts,9,07.09.2010,0.1,2010,19429,32
Léo Lacroix,Innenverteidiger,1992-02-27,"1,97m",rechts,6,04.09.2010,0.05,2010,19429,32
Frédéric Veseli,Innenverteidiger,1992-11-20,"1,85m",rechts,9,04.09.2010,0.0,2010,19429,31
Ricardo Rodríguez,Linker Verteidiger,1992-08-25,"1,82m",links,15,21.04.2010,0.75,2010,19429,32
Janick Kamber,Linker Verteidiger,1992-02-26,"1,71m",links,11,04.09.2010,0.05,2010,19429,32
Michael Lang,Rechter Verteidiger,1991-02-08,"1,85m",rechts,15,05.06.2009,0.6,2010,19429,33
Anthony Sauthier,Rechter Verteidiger,1991-02-05,"1,85m",rechts,5,03.03.2010,0.5,2010,19429,33
André Gonçalves,Rechter Verteidiger,1992-01-23,"1,80m",rechts,11,04.09.2010,0.2,2010,19429,32
Bigambo Rochat,Rechter Verteidiger,1991-05-29,"1,78m",rechts,9,04.09.2009,0.15,2010,19429,33
Robin Vecchi,Rechter Verteidiger,1992-01-03,"1,84m",rechts,1,07.09.2010,0.0,2010,19429,32
Moritz Bauer,Rechter Verteidiger,1992-01-25,"1,81m",rechts,1,17.11.2010,0.0,2010,19429,32
Kofi Nimeley,Rechter Verteidiger,1992-12-11,"1,77m",rechts,9,07.09.2010,0.0,2010,19429,31
Simon Grether,Rechter Verteidiger,1992-05-20,"1,79m",rechts,14,04.09.2010,0.0,2010,19429,32
Granit Xhaka,Defensives Mittelfeld,1992-09-27,"1,86m",links,10,25.05.2010,1.5,2010,19429,32
Gianluca D'Angelo,Defensives Mittelfeld,1991-03-13,"1,83m",rechts,11,02.09.2009,0.2,2010,19429,33
Taulant Xhaka,Defensives Mittelfeld,1991-03-28,"1,72m",rechts,12,02.09.2009,0.15,2010,19429,33
Mirko Facchinetti,Defensives Mittelfeld,1992-05-31,"1,85m",rechts,13,04.09.2010,0.1,2010,19429,32
Etienne Manca,Defensives Mittelfeld,1991-10-24,"1,81m",rechts,5,01.09.2009,0.05,2010,19429,33
Charyl Chappuis,Defensives Mittelfeld,1992-01-12,"1,76m",rechts,6,04.09.2010,0.05,2010,19429,32
Alexandre Pasche,Zentrales Mittelfeld,1991-05-31,"1,75m",rechts,24,06.09.2008,0.3,2010,19429,33
Steven Ukoh,Zentrales Mittelfeld,1991-06-19,"1,81m",rechts,12,02.09.2009,0.05,2010,19429,33
Remo Freuler,Zentrales Mittelfeld,1992-04-15,"1,80m",rechts,9,04.09.2010,0.05,2010,19429,32
Michel Gadient,Zentrales Mittelfeld,1991-02-09,"1,94m",rechts,5,11.11.2009,0.0,2010,19429,33
Marco Aratore,Linkes Mittelfeld,1991-06-04,"1,77m",rechts,13,02.09.2009,0.25,2010,19429,33
Oliver Buff,Offensives Mittelfeld,1992-08-03,"1,76m",rechts,15,25.05.2010,0.3,2010,19429,32
Admir Mehmedi,Hängende Spitze,1991-03-16,"1,83m",rechts,26,06.09.2008,1.3,2010,19429,33
Nassim Ben Khalifa,Hängende Spitze,1992-01-13,"1,84m",rechts,1,21.04.2010,1.25,2010,19429,32
Steven Zuber,Mittelstürmer,1991-08-17,"1,82m",rechts,9,02.09.2009,0.8,2010,19429,33
Haris Seferovic,Mittelstürmer,1992-02-22,"1,89m",links,12,04.09.2010,0.5,2010,19429,32
Loic Chatton,Mittelstürmer,1991-02-26,"1,81m",rechts,1,21.04.2010,0.3,2010,19429,33
Josip Drmic,Mittelstürmer,1992-08-08,"1,84m",rechts,8,03.03.2010,0.2,2010,19429,32
Igor Mijatović,Mittelstürmer,1992-11-21,"1,81m",rechts,3,04.09.2010,0.05,2010,19429,31
Roman Buess,Mittelstürmer,1992-09-21,"1,83m",links,3,17.11.2010,0.0,2010,19429,32
Steven Deana,Torwart,1990-03-04,"1,90m",rechts,3,04.10.2008,0.1,2009,19429,34
Christopher Meylan,Torwart,1990-09-24,"1,81m", ,-,,0.1,2009,19429,34
Oliver Klaus,Torwart,1990-05-04,"1,85m",links,12,06.09.2008,0.05,2009,19429,34
René Borkovic,Torwart,1991-04-21,"1,90m", ,11,02.09.2009,0.05,2009,19429,33
Hrvoje Bukovski,Torwart,1991-11-05,"1,90m",rechts,3,04.09.2009,0.05,2009,19429,33
François Affolter,Innenverteidiger,1991-03-13,"1,86m",rechts,3,21.07.2009,1.0,2009,19429,33
Fabio Daprelà,Innenverteidiger,1991-02-19,"1,83m",links,12,26.11.2008,0.5,2009,19429,33
Stefano Milani,Innenverteidiger,1991-01-13,"1,78m",rechts,9,02.09.2009,0.2,2009,19429,33
Jérémy Manière,Innenverteidiger,1991-07-26,"1,83m", ,5,25.09.2009,0.2,2009,19429,33
Adriano de Pierro,Innenverteidiger,1991-01-11,"1,84m",rechts,10,02.09.2009,0.15,2009,19429,33
Zlatko Hebib,Innenverteidiger,1990-12-28,"1,86m",rechts,5,30.03.2009,0.0,2009,19429,33
Michele Monighetti,Innenverteidiger,1991-05-03,"1,78m",links,1,,0.0,2009,19429,33
Marc Dinkel,Linker Verteidiger,1991-02-05,"1,74m",links,1,,0.0,2009,19429,33
Roman Grossenbacher,Linker Verteidiger,1990-02-18,"1,79m",links,1,09.09.2008,0.0,2009,19429,34
Philippe Koch,Rechter Verteidiger,1991-02-08,"1,80m",rechts,14,06.09.2008,1.0,2009,19429,33
Rolf Feltscher,Rechter Verteidiger,1990-10-06,"1,84m",rechts,14,23.04.2008,0.7,2009,19429,34
Michael Lang,Rechter Verteidiger,1991-02-08,"1,85m",rechts,15,05.06.2009,0.5,2009,19429,33
Bigambo Rochat,Rechter Verteidiger,1991-05-29,"1,78m",rechts,9,04.09.2009,0.05,2009,19429,33
Dragan Mihajlovic,Rechter Verteidiger,1991-08-22,"1,77m",rechts,4,02.09.2009,0.05,2009,19429,33
Alain Wiss,Defensives Mittelfeld,1990-08-21,"1,80m",rechts,9,,0.5,2009,19429,34
Vullnet Basha,Defensives Mittelfeld,1990-07-11,"1,76m",rechts,11,06.09.2008,0.3,2009,19429,34
Amir Abrashi,Defensives Mittelfeld,1990-03-27,"1,72m",rechts,15,06.09.2008,0.25,2009,19429,34
Gianluca D'Angelo,Defensives Mittelfeld,1991-03-13,"1,83m",rechts,11,02.09.2009,0.2,2009,19429,33
Bruce Lalombongo,Defensives Mittelfeld,1990-04-29,"1,81m",links,14,06.09.2008,0.05,2009,19429,34
Raphael Koch,Defensives Mittelfeld,1990-01-20,"1,85m",rechts,5,26.11.2008,0.05,2009,19429,34
Etienne Manca,Defensives Mittelfeld,1991-10-24,"1,81m",rechts,5,01.09.2009,0.0,2009,19429,33
Taulant Xhaka,Defensives Mittelfeld,1991-03-28,"1,72m",rechts,12,02.09.2009,0.0,2009,19429,33
Alexandre Pasche,Zentrales Mittelfeld,1991-05-31,"1,75m",rechts,24,06.09.2008,0.3,2009,19429,33
Daniel Unal,Zentrales Mittelfeld,1990-01-18,"1,72m",links,15,08.10.2007,0.15,2009,19429,34
Steven Ukoh,Zentrales Mittelfeld,1991-06-19,"1,81m",rechts,12,02.09.2009,0.0,2009,19429,33
Michel Gadient,Zentrales Mittelfeld,1991-02-09,"1,94m",rechts,5,11.11.2009,0.0,2009,19429,33
Maurice Brunner,Rechtes Mittelfeld,1991-01-29,"1,79m",rechts,2,11.11.2009,0.0,2009,19429,33
Marco Schönbächler,Linkes Mittelfeld,1990-01-11,"1,71m",rechts,18,21.08.2007,0.4,2009,19429,34
Marco Aratore,Linkes Mittelfeld,1991-06-04,"1,77m",rechts,13,02.09.2009,0.2,2009,19429,33
Xherdan Shaqiri,Offensives Mittelfeld,1991-10-10,"1,69m",links,5,02.09.2009,4.0,2009,19429,33
Sébastien Wüthrich,Offensives Mittelfeld,1990-05-29,"1,81m",links,11,09.09.2008,0.7,2009,19429,34
Florian Berisha,Offensives Mittelfeld,1990-01-18,"1,70m",links,7,06.09.2008,0.3,2009,19429,34
Ivan Audino,Offensives Mittelfeld,1991-07-13,"1,78m",rechts,3,23.09.2009,0.0,2009,19429,33
Thierry Moutinho,Rechtsaußen,1991-02-26,"1,78m",rechts,2,02.09.2009,0.05,2009,19429,33
Admir Mehmedi,Hängende Spitze,1991-03-16,"1,83m",rechts,26,06.09.2008,0.3,2009,19429,33
Steven Zuber,Mittelstürmer,1991-08-17,"1,82m",rechts,9,02.09.2009,0.65,2009,19429,33
Orhan Mustafi,Mittelstürmer,1990-04-04,"1,90m",rechts,6,05.06.2009,0.35,2009,19429,34
Sven Lehmann,Mittelstürmer,1991-12-18,"1,82m",links,2,13.11.2009,0.0,2009,19429,32
Marvin Keller,Torwart,2002-07-03,"1,89m",rechts,7,22.09.2022,3.5,2024,9534,22
Aurèle Amenda,Innenverteidiger,2003-07-31,"1,97m",rechts,13,28.03.2023,9.5,2024,9534,21
Albian Hajdari,Innenverteidiger,2003-05-18,"1,89m",links,9,30.05.2021,4.0,2024,9534,21
Luca Jaquez,Innenverteidiger,2003-06-02,"1,87m",rechts,3,10.09.2024,2.5,2024,9534,21
Bryan Okoh,Innenverteidiger,2003-05-16,"1,88m",links,5,30.05.2021,0.8,2024,9534,21
Zachary Athekame,Rechter Verteidiger,2004-12-13,"1,80m",rechts,8,12.09.2023,1.8,2024,9534,19
Théo Magnin,Rechter Verteidiger,2003-08-09,"1,71m",rechts,2,06.09.2024,1.5,2024,9534,21
Severin Ottiger,Rechter Verteidiger,2003-04-20,"1,83m",rechts,8,12.09.2023,1.3,2024,9534,21
Leon Avdullahu,Defensives Mittelfeld,2004-02-23,"1,85m",rechts,4,26.03.2024,3.5,2024,9534,20
Alvyn Sanches,Zentrales Mittelfeld,2003-02-12,"1,83m",links,9,28.03.2023,4.0,2024,9534,21
Ryan Fosso,Zentrales Mittelfeld,2002-06-17,"1,83m",rechts,3,10.09.2024,1.0,2024,9534,22
Valmir Matoshi,Zentrales Mittelfeld,2003-07-04,"1,84m",rechts,8,12.09.2023,0.5,2024,9534,21
Daniel Dos Santos,Offensives Mittelfeld,2002-12-29,"1,76m",rechts,10,12.09.2023,1.0,2024,9534,21
Nils Reichmuth,Offensives Mittelfeld,2002-02-22,"1,75m",links,2,06.09.2024,0.2,2024,9534,22
Franck Surdez,Linksaußen,2002-05-05,"1,88m",rechts,10,12.09.2023,3.0,2024,9534,22
Aaron Keller,Linksaußen,2004-05-15,"1,81m",rechts,2,26.03.2024,0.8,2024,9534,20
Théo Berdayes,Rechtsaußen,2002-05-23,"1,87m",rechts,2,17.10.2023,0.6,2024,9534,22
Lars Villiger,Mittelstürmer,2003-04-29,"1,90m",rechts,10,12.09.2023,3.0,2024,9534,21
Bradley Fink,Mittelstürmer,2003-04-17,"1,92m",links,13,22.09.2022,0.7,2024,9534,21
Nikolas Muci,Mittelstürmer,2003-02-08,"1,80m",rechts,10,12.09.2023,0.7,2024,9534,21
Pascal Loretz,Torwart,2003-06-01,"1,91m",rechts,6,28.03.2023,4.5,2023,9534,21
Amir Saipi,Torwart,2000-07-08,"1,94m",rechts,14,30.05.2021,3.0,2023,9534,24
Marvin Keller,Torwart,2002-07-03,"1,89m",rechts,7,22.09.2022,2.5,2023,9534,22
Justin Hammel,Torwart,2000-12-02,"1,87m",rechts,3,30.05.2021,1.2,2023,9534,23
Nicholas Ammeter,Torwart,2000-12-11,"1,88m",rechts,-,,0.3,2023,9534,23
Aurèle Amenda,Innenverteidiger,2003-07-31,"1,97m",rechts,13,28.03.2023,9.5,2023,9534,21
Becir Omeragic,Innenverteidiger,2002-01-20,"1,87m",rechts,13,08.10.2021,6.0,2023,9534,22
Leonidas Stergiou,Innenverteidiger,2002-03-03,"1,81m",rechts,24,13.10.2020,5.0,2023,9534,22
Albian Hajdari,Innenverteidiger,2003-05-18,"1,89m",links,9,30.05.2021,3.0,2023,9534,21
Nicolas Vouilloz,Innenverteidiger,2001-05-11,"1,84m",rechts,10,30.05.2021,1.5,2023,9534,23
Luca Jaquez,Innenverteidiger,2003-06-02,"1,87m",rechts,3,10.09.2024,1.5,2023,9534,21
Marco Burch,Innenverteidiger,2000-10-19,"1,86m",rechts,13,30.05.2021,1.0,2023,9534,24
Serge Müller,Innenverteidiger,2000-09-18,"1,86m",rechts,6,04.06.2022,0.35,2023,9534,24
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,13,30.05.2021,0.3,2023,9534,24
Silvan Wallner,Innenverteidiger,2002-01-15,"1,85m",rechts,3,30.05.2021,0.2,2023,9534,22
Joel Bichsel,Innenverteidiger,2002-03-04,"1,94m",links,4,13.10.2023,0.175,2023,9534,22
Nando Zimmermann,Linker Verteidiger,2002-07-27,"1,80m",rechts,-,,0.1,2023,9534,22
Lewin Blum,Rechter Verteidiger,2001-07-27,"1,81m",rechts,11,25.03.2022,2.5,2023,9534,23
Severin Ottiger,Rechter Verteidiger,2003-04-20,"1,83m",rechts,8,12.09.2023,1.5,2023,9534,21
Zachary Athekame,Rechter Verteidiger,2004-12-13,"1,80m",rechts,8,12.09.2023,0.8,2023,9534,19
Ardon Jashari,Defensives Mittelfeld,2002-07-30,"1,81m",links,10,25.03.2022,6.0,2023,9534,22
Leon Avdullahu,Defensives Mittelfeld,2004-02-23,"1,85m",rechts,4,26.03.2024,2.0,2023,9534,20
Gabriel Barès,Defensives Mittelfeld,2000-08-29,"1,87m",links,13,30.05.2021,0.4,2023,9534,24
Silvan Schwegler,Defensives Mittelfeld,2003-09-04,"1,75m",rechts,1,17.11.2023,0.4,2023,9534,21
Tim Meyer,Defensives Mittelfeld,2004-07-08,"1,83m",rechts,1,12.09.2023,0.4,2023,9534,20
Simon Sohm,Zentrales Mittelfeld,2001-04-11,"1,88m",rechts,22,12.11.2020,2.7,2023,9534,23
Alvyn Sanches,Zentrales Mittelfeld,2003-02-12,"1,83m",links,9,28.03.2023,2.5,2023,9534,21
Nicky Beloko,Zentrales Mittelfeld,2000-02-16,"1,84m",rechts,2,24.03.2023,1.5,2023,9534,24
Valmir Matoshi,Zentrales Mittelfeld,2003-07-04,"1,84m",rechts,8,12.09.2023,0.5,2023,9534,21
Darian Males,Rechtes Mittelfeld,2001-05-03,"1,88m",links,17,30.05.2021,3.0,2023,9534,23
Julian Von Moos,Rechtes Mittelfeld,2001-04-01,"1,81m",links,8,25.03.2022,1.5,2023,9534,23
Kastriot Imeri,Linkes Mittelfeld,2000-06-27,"1,78m",rechts,24,04.09.2020,4.0,2023,9534,24
Fabian Rieder,Offensives Mittelfeld,2002-02-16,"1,79m",links,19,31.03.2021,8.0,2023,9534,22
Bledian Krasniqi,Offensives Mittelfeld,2001-06-17,"1,73m",rechts,7,03.09.2021,1.5,2023,9534,23
Matteo Di Giusto,Offensives Mittelfeld,2000-08-18,"1,68m",rechts,10,30.05.2021,1.2,2023,9534,24
Dion Kacuri,Offensives Mittelfeld,2004-02-11,"1,88m",links,1,12.09.2023,1.0,2023,9534,20
Daniel Dos Santos,Offensives Mittelfeld,2002-12-29,"1,76m",rechts,10,12.09.2023,0.8,2023,9534,21
Kristian Sekularac,Offensives Mittelfeld,2003-12-07,"1,85m",rechts,1,17.11.2023,0.2,2023,9534,20
Franck Surdez,Linksaußen,2002-05-05,"1,88m",rechts,10,12.09.2023,1.3,2023,9534,22
Dan Ndoye,Rechtsaußen,2000-10-25,"1,84m",rechts,26,07.06.2019,14.0,2023,9534,24
Albin Krasniqi,Rechtsaußen,2003-04-06,"1,80m",rechts,1,21.11.2023,0.5,2023,9534,21
Théo Berdayes,Rechtsaußen,2002-05-23,"1,87m",rechts,2,17.10.2023,0.4,2023,9534,22
Zeki Amdouni,Mittelstürmer,2000-12-04,"1,85m",beidfüßig,15,30.05.2021,12.0,2023,9534,23
Lars Villiger,Mittelstürmer,2003-04-29,"1,90m",rechts,10,12.09.2023,1.5,2023,9534,21
Filip Stojilkovic,Mittelstürmer,2000-01-04,"1,86m",rechts,25,10.09.2019,0.8,2023,9534,24
Bradley Fink,Mittelstürmer,2003-04-17,"1,92m",links,13,22.09.2022,0.7,2023,9534,21
Nikolas Muci,Mittelstürmer,2003-02-08,"1,80m",rechts,10,12.09.2023,0.65,2023,9534,21
Fabrizio Cavegn,Mittelstürmer,2002-08-28,"1,78m",rechts,2,12.09.2023,0.45,2023,9534,22
Justin Hammel,Torwart,2000-12-02,"1,87m",rechts,3,30.05.2021,0.3,2022,9534,23
Amir Saipi,Torwart,2000-07-08,"1,94m",rechts,14,30.05.2021,0.25,2022,9534,24
Marvin Keller,Torwart,2002-07-03,"1,89m",rechts,7,22.09.2022,0.1,2022,9534,22
Stijn Keller,Torwart,2000-04-10,"1,96m",rechts,1,22.09.2022,0.025,2022,9534,24
Becir Omeragic,Innenverteidiger,2002-01-20,"1,87m",rechts,13,08.10.2021,7.0,2022,9534,22
Leonidas Stergiou,Innenverteidiger,2002-03-03,"1,81m",rechts,24,13.10.2020,6.0,2022,9534,22
Marco Burch,Innenverteidiger,2000-10-19,"1,86m",rechts,13,30.05.2021,4.0,2022,9534,24
Nicolas Vouilloz,Innenverteidiger,2001-05-11,"1,84m",rechts,10,30.05.2021,0.7,2022,9534,23
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,13,30.05.2021,0.3,2022,9534,24
Albian Hajdari,Innenverteidiger,2003-05-18,"1,89m",links,9,30.05.2021,0.3,2022,9534,21
Serge Müller,Innenverteidiger,2000-09-18,"1,86m",rechts,6,04.06.2022,0.2,2022,9534,24
Anel Husic,Innenverteidiger,2001-03-01,"1,86m",links,8,12.10.2021,0.1,2022,9534,23
Lewin Blum,Rechter Verteidiger,2001-07-27,"1,81m",rechts,11,25.03.2022,0.05,2022,9534,23
Gabriel Barès,Defensives Mittelfeld,2000-08-29,"1,87m",links,13,30.05.2021,0.6,2022,9534,24
Ardon Jashari,Defensives Mittelfeld,2002-07-30,"1,81m",links,10,25.03.2022,0.1,2022,9534,22
Simon Sohm,Zentrales Mittelfeld,2001-04-11,"1,88m",rechts,22,12.11.2020,3.5,2022,9534,23
Alexandre Jankewitz,Zentrales Mittelfeld,2001-12-25,"1,85m",rechts,20,04.09.2020,0.5,2022,9534,22
Darian Males,Rechtes Mittelfeld,2001-05-03,"1,88m",links,17,30.05.2021,3.5,2022,9534,23
Julian Von Moos,Rechtes Mittelfeld,2001-04-01,"1,81m",links,8,25.03.2022,0.5,2022,9534,23
Kastriot Imeri,Linkes Mittelfeld,2000-06-27,"1,78m",rechts,24,04.09.2020,4.0,2022,9534,24
Fabian Rieder,Offensives Mittelfeld,2002-02-16,"1,79m",links,19,31.03.2021,2.5,2022,9534,22
Bledian Krasniqi,Offensives Mittelfeld,2001-06-17,"1,73m",rechts,7,03.09.2021,0.9,2022,9534,23
Matteo Di Giusto,Offensives Mittelfeld,2000-08-18,"1,68m",rechts,10,30.05.2021,0.5,2022,9534,24
Randy Schneider,Offensives Mittelfeld,2001-08-27,"1,70m",rechts,2,22.09.2022,0.3,2022,9534,23
Felix Mambimbi,Linksaußen,2001-01-18,"1,71m",rechts,19,09.10.2020,5.0,2022,9534,23
Dan Ndoye,Rechtsaußen,2000-10-25,"1,84m",rechts,26,07.06.2019,4.0,2022,9534,24
Filip Stojilkovic,Mittelstürmer,2000-01-04,"1,86m",rechts,25,10.09.2019,0.7,2022,9534,24
Zeki Amdouni,Mittelstürmer,2000-12-04,"1,85m",beidfüßig,15,30.05.2021,0.6,2022,9534,23
Bradley Fink,Mittelstürmer,2003-04-17,"1,92m",links,13,22.09.2022,0.0,2022,9534,21
Philipp Köhn,Torwart,1998-04-02,"1,90m",rechts,4,22.03.2019,3.0,2021,9534,26
Amir Saipi,Torwart,2000-07-08,"1,94m",rechts,14,30.05.2021,1.2,2021,9534,24
Anthony Racioppi,Torwart,1998-12-31,"1,89m",rechts,13,16.11.2018,1.0,2021,9534,25
Timothy Fayulu,Torwart,1999-07-24,"1,92m",rechts,-,,0.6,2021,9534,25
Justin Hammel,Torwart,2000-12-02,"1,87m",rechts,3,30.05.2021,0.35,2021,9534,23
Nicholas Ammeter,Torwart,2000-12-11,"1,88m",rechts,-,,0.1,2021,9534,23
Nils de Mol,Torwart,2001-05-03,"1,83m",rechts,-,,0.1,2021,9534,23
Stijn Keller,Torwart,2000-04-10,"1,96m",rechts,1,22.09.2022,0.025,2021,9534,24
Becir Omeragic,Innenverteidiger,2002-01-20,"1,87m",rechts,13,08.10.2021,8.0,2021,9534,22
Leonidas Stergiou,Innenverteidiger,2002-03-03,"1,81m",rechts,24,13.10.2020,6.0,2021,9534,22
Marco Burch,Innenverteidiger,2000-10-19,"1,86m",rechts,13,30.05.2021,4.3,2021,9534,24
Cédric Zesiger,Innenverteidiger,1998-06-24,"1,94m",links,17,10.10.2017,3.2,2021,9534,26
Bryan Okoh,Innenverteidiger,2003-05-16,"1,88m",links,5,30.05.2021,1.5,2021,9534,21
Nicolas Vouilloz,Innenverteidiger,2001-05-11,"1,84m",rechts,10,30.05.2021,1.4,2021,9534,23
Jasper van der Werff,Innenverteidiger,1998-12-09,"1,88m",rechts,9,25.05.2018,0.9,2021,9534,25
Anel Husic,Innenverteidiger,2001-03-01,"1,86m",links,8,12.10.2021,0.75,2021,9534,23
Jan Bamert,Innenverteidiger,1998-03-09,"1,84m",rechts,15,01.09.2017,0.6,2021,9534,26
Serge Müller,Innenverteidiger,2000-09-18,"1,86m",rechts,6,04.06.2022,0.4,2021,9534,24
Jan Kronig,Innenverteidiger,2000-06-24,"1,86m",links,13,30.05.2021,0.35,2021,9534,24
Albian Hajdari,Innenverteidiger,2003-05-18,"1,89m",links,9,30.05.2021,0.3,2021,9534,21
Silvan Wallner,Innenverteidiger,2002-01-15,"1,85m",rechts,3,30.05.2021,0.25,2021,9534,22
Miro Muheim,Linker Verteidiger,1998-03-24,"1,82m",links,5,09.10.2020,1.5,2021,9534,26
Pascal Schüpbach,Linker Verteidiger,2000-04-11,"1,78m", ,1,12.11.2021,0.3,2021,9534,24
Jordan Lotomba,Rechter Verteidiger,1998-09-29,"1,77m",rechts,14,13.06.2017,7.0,2021,9534,26
Kevin Rüegg,Rechter Verteidiger,1998-08-05,"1,73m",rechts,17,05.09.2017,1.2,2021,9534,26
Adrian Gantenbein,Rechter Verteidiger,2001-04-18,"1,83m",rechts,6,30.05.2021,0.35,2021,9534,23
Silvan Sidler,Rechter Verteidiger,1998-07-07,"1,85m",rechts,14,11.09.2018,0.3,2021,9534,26
Gabriel Barès,Defensives Mittelfeld,2000-08-29,"1,87m",links,13,30.05.2021,0.7,2021,9534,24
Simon Sohm,Zentrales Mittelfeld,2001-04-11,"1,88m",rechts,22,12.11.2020,2.3,2021,9534,23
Bastien Toma,Zentrales Mittelfeld,1999-06-24,"1,74m",rechts,18,25.05.2018,1.8,2021,9534,25
Toni Domgjoni,Zentrales Mittelfeld,1998-09-04,"1,79m",rechts,17,07.09.2018,1.5,2021,9534,26
Alexandre Jankewitz,Zentrales Mittelfeld,2001-12-25,"1,85m",rechts,20,04.09.2020,1.0,2021,9534,22
Yannick Marchand,Zentrales Mittelfeld,2000-02-09,"1,83m",rechts,2,08.09.2020,0.4,2021,9534,24
Darian Males,Rechtes Mittelfeld,2001-05-03,"1,88m",links,17,30.05.2021,3.0,2021,9534,23
Kastriot Imeri,Linkes Mittelfeld,2000-06-27,"1,78m",rechts,24,04.09.2020,8.0,2021,9534,24
Fabian Rieder,Offensives Mittelfeld,2002-02-16,"1,79m",links,19,31.03.2021,8.0,2021,9534,22
Bledian Krasniqi,Offensives Mittelfeld,2001-06-17,"1,73m",rechts,7,03.09.2021,1.2,2021,9534,23
Petar Pusic,Offensives Mittelfeld,1999-01-25,"1,71m",links,16,25.05.2018,0.8,2021,9534,25
Alexis Antunes,Offensives Mittelfeld,2000-07-31,"1,81m",rechts,3,09.10.2020,0.7,2021,9534,24
Matteo Di Giusto,Offensives Mittelfeld,2000-08-18,"1,68m",rechts,10,30.05.2021,0.4,2021,9534,24
Noah Okafor,Linksaußen,2000-05-24,"1,85m",rechts,8,10.09.2019,18.0,2021,9534,24
Felix Mambimbi,Linksaußen,2001-01-18,"1,71m",rechts,19,09.10.2020,4.0,2021,9534,23
Christopher Lungoyi,Linksaußen,2000-07-04,"1,82m",links,3,30.05.2021,0.6,2021,9534,24
Dan Ndoye,Rechtsaußen,2000-10-25,"1,84m",rechts,26,07.06.2019,4.0,2021,9534,24
Andi Zeqiri,Mittelstürmer,1999-06-22,"1,85m",links,16,27.03.2018,2.3,2021,9534,25
Zeki Amdouni,Mittelstürmer,2000-12-04,"1,85m",beidfüßig,15,30.05.2021,2.0,2021,9534,23
Filip Stojilkovic,Mittelstürmer,2000-01-04,"1,86m",rechts,25,10.09.2019,1.3,2021,9534,24
Jérémy Guillemenot,Mittelstürmer,1998-01-06,"1,84m",rechts,17,07.09.2018,0.7,2021,9534,26
